Employee_ID,Company,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Years_at_Company,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Training_Hours_Year,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
MNC10265,Wipro,IT Support,L3,IT Support Engineer,Bengaluru,Female,31,Bachelor's,Full-Time,Onsite,14,8,20,123448,1481376,23525,5,4,3,36,66,3,3,3,23.4,High,0.0192,No
MNC10266,Infosys,Testing/QA,L4,Software Developer,Mumbai,Female,37,Bachelor's,Full-Time,Onsite,3,0,4,208446,2501352,582092,2,4,1,45,68,3,2,3,3.0,High,0.0427,No
MNC10267,Accenture,Cloud & DevOps,L3,IT Support Engineer,Noida,Female,55,Bachelor's,Full-Time,Remote,4,7,8,203979,2447748,146115,4,1,5,48,13,4,2,2,7.0,High,0.2749,Yes
MNC10268,Tech Mahindra,Cloud & DevOps,L1,Cybersecurity Analyst,Noida,Male,38,Master's,Full-Time,Hybrid,0,7,14,211143,2533716,566134,4,5,5,34,66,7,2,3,36.5,High,0.0358,No
MNC10269,Capgemini,Software Engineering,L3,Data Scientist,Bengaluru,Female,42,Bachelor's,Full-Time,Hybrid,6,5,2,150507,1806084,77261,5,2,3,3,22,9,2,3,52.6,High,0.052,No
MNC10270,Wipro,Cybersecurity,L3,Data Scientist,Mumbai,Female,44,Bachelor's,Full-Time,Remote,15,3,5,326956,3923472,500827,2,1,4,15,93,2,1,2,8.1,Medium,0.0179,No
MNC10271,HCLTech,Cybersecurity,L2,QA Engineer,Bengaluru,Male,39,Bachelor's,Full-Time,Hybrid,13,2,16,341714,4100568,184100,4,2,4,15,60,4,2,3,27.6,High,0.0219,No
MNC10272,Tech Mahindra,Testing/QA,L3,Project Manager,Hyderabad,Female,41,Bachelor's,Full-Time,Onsite,9,2,20,343045,4116540,7265,2,1,1,20,22,9,1,5,54.7,Medium,0.2962,Yes
MNC10273,Tech Mahindra,Software Engineering,L4,Software Developer,Kochi,Female,28,Master's,Full-Time,Hybrid,15,5,7,90186,1082232,206724,2,5,4,25,26,2,1,5,49.0,Medium,0.1182,Yes
MNC10274,Tech Mahindra,Cloud & DevOps,L4,QA Engineer,Pune,Female,48,Bachelor's,Full-Time,Hybrid,6,7,20,152066,1824792,15733,4,1,3,56,53,10,0,4,31.7,Low,0.3131,Yes
MNC10275,TCS,Cybersecurity,L2,Project Manager,Gurugram,Female,25,Bachelor's,Full-Time,Hybrid,8,6,24,211323,2535876,299564,1,2,1,35,9,1,1,5,46.5,Medium,0.5318,No
MNC10276,Accenture,Software Engineering,L1,IT Support Engineer,Noida,Female,37,Master's,Full-Time,Hybrid,3,0,10,226243,2714916,458365,4,4,2,18,88,10,1,1,31.8,Medium,0.015,No
MNC10277,TCS,Product Management,L5,QA Engineer,Hyderabad,Female,39,Master's,Full-Time,Hybrid,13,5,5,66160,793920,21058,5,2,4,57,76,8,2,1,10.3,High,0.0828,No
MNC10278,HCLTech,Cybersecurity,L4,Cloud Engineer,Pune,Male,47,Bachelor's,Full-Time,Hybrid,13,6,7,49156,589872,246301,3,3,4,16,15,9,1,1,8.4,Medium,0.0641,No
MNC10279,TCS,IT Support,L1,IT Support Engineer,Hyderabad,Female,54,Bachelor's,Full-Time,Hybrid,5,6,9,106208,1274496,297073,4,3,1,44,40,7,3,2,12.1,High,0.0922,No
MNC10280,Infosys,Product Management,L4,Project Manager,Mumbai,Male,31,Master's,Full-Time,Onsite,10,8,23,179001,2148012,162434,2,3,5,25,97,8,2,5,21.7,High,0.0139,No
MNC10281,Accenture,Cybersecurity,L4,Software Developer,Noida,Male,32,Master's,Full-Time,Onsite,1,4,2,261226,3134712,77597,2,3,4,21,54,4,2,1,55.9,High,0.1724,No
MNC10282,Accenture,Cloud & DevOps,L2,Project Manager,Gurugram,Male,41,Bachelor's,Contract,Hybrid,11,0,22,271766,3261192,78209,4,5,3,54,100,4,2,4,48.2,High,0.0525,Yes
MNC10283,HCLTech,Data & AI,L3,QA Engineer,Bengaluru,Male,31,PhD,Full-Time,Onsite,11,1,13,225413,2704956,192941,3,4,4,57,60,2,0,2,26.5,Low,0.2046,No
MNC10284,Capgemini,Product Management,L2,QA Engineer,Bengaluru,Male,48,Bachelor's,Contract,Hybrid,13,3,22,335007,4020084,148620,4,4,2,55,85,8,2,4,30.1,High,0.0575,No
MNC10285,Infosys,Testing/QA,L1,DevOps Engineer,Pune,Female,25,Bachelor's,Full-Time,Hybrid,3,4,13,242909,2914908,408294,3,2,4,27,80,2,1,5,16.7,Medium,0.0221,No
MNC10286,Wipro,Testing/QA,L2,Software Developer,Gurugram,Female,37,Bachelor's,Full-Time,Remote,1,8,9,95439,1145268,398635,3,1,5,0,86,9,3,3,42.6,High,0.0157,No
MNC10287,TCS,Cloud & DevOps,L4,Technical Lead,Kochi,Female,40,Bachelor's,Full-Time,Hybrid,9,0,11,168266,2019192,166562,5,2,4,43,99,4,2,4,48.4,High,0.0458,No
MNC10288,Cognizant,Cybersecurity,L1,IT Support Engineer,Chennai,Male,32,Master's,Full-Time,Hybrid,4,2,5,232459,2789508,207158,2,2,1,35,48,1,2,3,15.1,High,0.1175,No
MNC10289,TCS,Software Engineering,L2,Data Scientist,Mumbai,Female,26,Bachelor's,Contract,Hybrid,14,4,11,151361,1816332,1468,2,2,4,42,72,4,3,2,3.5,High,0.0706,No
MNC10290,Tech Mahindra,Cybersecurity,L2,Software Developer,Pune,Female,37,Bachelor's,Full-Time,Hybrid,6,2,22,242986,2915832,286453,3,2,5,36,51,3,2,4,37.8,High,0.131,No
MNC10291,TCS,Cloud & DevOps,L3,Data Scientist,Chennai,Female,39,Master's,Full-Time,Onsite,12,3,13,227286,2727432,72255,2,4,1,1,1,6,0,4,34.2,Low,0.0628,No
MNC10292,Wipro,Testing/QA,L4,Software Developer,Hyderabad,Male,46,Bachelor's,Full-Time,Remote,0,2,1,59777,717324,553006,1,1,3,16,95,7,1,2,24.7,Medium,0.0443,No
MNC10293,TCS,Cybersecurity,L2,Software Developer,Mumbai,Male,52,Bachelor's,Contract,Hybrid,14,3,8,286427,3437124,225409,3,2,1,39,49,8,3,2,39.0,High,0.2184,Yes
MNC10294,Infosys,Testing/QA,L2,Project Manager,Hyderabad,Male,26,Bachelor's,Full-Time,Hybrid,9,0,9,187255,2247060,239967,2,4,2,37,85,2,3,1,33.5,High,0.0649,No
MNC10295,Infosys,Product Management,L3,Software Developer,Kochi,Male,31,Bachelor's,Full-Time,Onsite,9,7,16,228110,2737320,368697,1,2,1,20,42,6,0,5,15.8,Low,0.0775,No
MNC10296,Accenture,Software Engineering,L2,DevOps Engineer,Gurugram,Male,53,Bachelor's,Full-Time,Remote,6,3,16,211649,2539788,375595,5,3,3,60,76,6,1,4,24.5,Medium,0.0729,No
MNC10297,HCLTech,Product Management,L2,Technical Lead,Noida,Female,44,Master's,Full-Time,Hybrid,9,6,2,308011,3696132,247113,2,2,4,8,7,10,0,4,26.3,Low,0.1126,No
MNC10298,Capgemini,Testing/QA,L2,QA Engineer,Mumbai,Male,43,Bachelor's,Full-Time,Remote,12,1,18,92501,1110012,397111,1,2,1,12,58,5,1,2,52.9,Medium,0.1573,No
MNC10299,Cognizant,Testing/QA,L1,Business Analyst,Chennai,Male,35,Bachelor's,Full-Time,Hybrid,5,1,0,175338,2104056,582314,4,5,1,10,64,10,0,2,57.7,Low,0.0299,No
MNC10300,Tech Mahindra,Data & AI,L1,Data Scientist,Kochi,Male,47,Master's,Full-Time,Hybrid,5,5,11,331566,3978792,567256,4,3,1,60,80,10,2,5,53.7,High,0.2025,No
MNC10301,TCS,Data & AI,L2,QA Engineer,Noida,Male,31,Master's,Full-Time,Hybrid,11,1,6,196280,2355360,408548,1,1,1,15,11,7,0,2,43.4,Low,0.4376,No
MNC10302,TCS,Product Management,L2,Business Analyst,Bengaluru,Male,37,Bachelor's,Full-Time,Hybrid,7,5,3,151544,1818528,145693,3,2,3,15,3,3,3,3,35.5,High,0.1434,No
MNC10303,Wipro,IT Support,L4,Technical Lead,Chennai,Male,34,Bachelor's,Contract,Hybrid,7,1,9,168439,2021268,542462,3,1,5,58,76,4,3,3,41.7,High,0.3339,Yes
MNC10304,HCLTech,Product Management,L2,Technical Lead,Pune,Male,47,Bachelor's,Full-Time,Hybrid,5,3,12,285230,3422760,564790,2,3,5,1,94,10,3,3,56.4,High,0.0158,No
MNC10305,Infosys,Data & AI,L3,Data Scientist,Bengaluru,Female,38,Bachelor's,Full-Time,Onsite,2,6,1,65362,784344,298818,4,2,1,41,40,9,0,3,15.7,Low,0.1229,No
MNC10306,Cognizant,Testing/QA,L3,Data Scientist,Kochi,Female,48,Bachelor's,Full-Time,Onsite,4,7,9,280449,3365388,561548,3,5,3,43,6,4,3,5,32.6,High,0.1566,No
MNC10307,Accenture,Cloud & DevOps,L1,Technical Lead,Bengaluru,Male,24,Bachelor's,Full-Time,Hybrid,1,2,20,343732,4124784,596093,3,4,3,7,86,3,3,4,41.7,High,0.008,No
MNC10308,Infosys,Product Management,L3,Business Analyst,Pune,Male,27,Master's,Full-Time,Hybrid,14,8,21,199357,2392284,195991,4,5,1,42,87,2,2,3,41.1,High,0.0343,No
MNC10309,Tech Mahindra,Testing/QA,L1,Software Developer,Mumbai,Female,55,Bachelor's,Full-Time,Hybrid,13,1,24,156683,1880196,185541,5,5,2,41,68,5,2,2,15.9,High,0.0193,No
MNC10310,HCLTech,Cloud & DevOps,L5,IT Support Engineer,Bengaluru,Male,29,Master's,Full-Time,Onsite,4,7,3,286157,3433884,17194,3,4,1,12,68,4,1,3,35.6,Medium,0.0192,No
MNC10311,Tech Mahindra,Cloud & DevOps,L1,Cloud Engineer,Gurugram,Male,28,Bachelor's,Full-Time,Hybrid,13,7,17,235827,2829924,518953,1,4,2,56,80,8,1,5,48.0,Medium,0.285,No
MNC10312,Capgemini,Data & AI,L2,QA Engineer,Chennai,Female,37,Master's,Full-Time,Onsite,8,3,4,232918,2795016,568011,2,4,1,16,29,7,1,2,29.0,Medium,0.0745,No
MNC10313,Accenture,Product Management,L1,Project Manager,Noida,Male,37,Master's,Contract,Onsite,9,0,18,328451,3941412,231408,3,2,2,38,72,6,0,3,47.8,Low,0.2147,No
MNC10314,Capgemini,Cybersecurity,L5,QA Engineer,Bengaluru,Female,53,Master's,Full-Time,Hybrid,0,0,1,348667,4184004,468451,3,1,2,23,5,2,1,4,22.2,Medium,0.1704,No
MNC10315,Wipro,Software Engineering,L2,Project Manager,Chennai,Female,52,Bachelor's,Full-Time,Onsite,9,1,11,245757,2949084,242113,5,1,1,2,88,3,0,2,56.4,Low,0.0211,No
MNC10316,Tech Mahindra,Data & AI,L3,Business Analyst,Hyderabad,Male,28,Bachelor's,Full-Time,Hybrid,4,8,16,137669,1652028,76298,1,4,2,29,18,10,0,2,32.5,Low,0.2979,Yes
MNC10317,Wipro,Data & AI,L1,Project Manager,Chennai,Male,39,Bachelor's,Full-Time,Hybrid,11,1,9,238030,2856360,583526,2,5,4,51,79,9,1,4,36.2,Medium,0.1059,No
MNC10318,TCS,Cybersecurity,L3,Data Scientist,Noida,Female,23,Master's,Full-Time,Hybrid,5,1,1,188998,2267976,259425,3,3,5,12,84,9,1,2,2.9,Medium,0.0062,No
MNC10319,Capgemini,Software Engineering,L2,IT Support Engineer,Chennai,Male,25,Bachelor's,Full-Time,Onsite,13,5,5,133215,1598580,510609,2,4,3,18,65,5,0,3,11.0,Low,0.0195,No
MNC10320,HCLTech,Testing/QA,L4,IT Support Engineer,Pune,Male,33,Bachelor's,Full-Time,Onsite,10,6,7,128707,1544484,107092,4,5,2,6,9,3,2,2,38.3,High,0.0361,No
MNC10321,Tech Mahindra,IT Support,L2,Data Scientist,Kochi,Female,51,Bachelor's,Full-Time,Onsite,6,6,18,122837,1474044,264291,3,5,2,8,15,2,3,3,25.8,High,0.0238,No
MNC10322,Cognizant,Product Management,L1,DevOps Engineer,Noida,Female,36,Bachelor's,Full-Time,Onsite,8,8,10,275847,3310164,229991,3,2,3,18,36,8,3,4,31.0,High,0.0651,No
MNC10323,Accenture,IT Support,L1,Business Analyst,Kochi,Male,52,Bachelor's,Full-Time,Hybrid,5,5,24,257544,3090528,300589,4,2,2,44,78,6,3,1,4.7,High,0.0467,No
MNC10324,Infosys,Testing/QA,L2,DevOps Engineer,Mumbai,Female,42,Bachelor's,Full-Time,Hybrid,4,7,11,297614,3571368,192180,5,1,3,53,76,10,2,4,50.2,High,0.1872,No
MNC10325,HCLTech,Data & AI,L3,DevOps Engineer,Kochi,Male,49,Master's,Full-Time,Hybrid,11,5,8,257467,3089604,347761,3,1,1,39,76,7,0,3,47.3,Low,0.228,No
MNC10326,HCLTech,Software Engineering,L1,QA Engineer,Hyderabad,Female,42,Master's,Full-Time,Hybrid,6,1,1,176025,2112300,213482,2,3,4,21,31,1,1,5,11.9,Medium,0.0468,No
MNC10327,Wipro,Data & AI,L3,Technical Lead,Pune,Female,23,Master's,Full-Time,Hybrid,12,0,7,265652,3187824,599649,1,3,4,17,46,1,0,4,38.4,Low,0.1042,No
MNC10328,Capgemini,Cloud & DevOps,L2,QA Engineer,Mumbai,Female,30,Bachelor's,Full-Time,Remote,0,4,10,121493,1457916,428910,2,3,5,60,71,10,0,5,49.3,Low,0.3637,No
MNC10329,Tech Mahindra,Data & AI,L3,Technical Lead,Chennai,Male,41,Master's,Full-Time,Hybrid,10,8,20,298667,3584004,124232,5,3,2,22,42,2,1,5,38.8,Medium,0.0329,No
MNC10330,Tech Mahindra,Data & AI,L2,Cloud Engineer,Noida,Female,36,Master's,Full-Time,Hybrid,13,7,3,247995,2975940,81171,1,5,5,1,81,10,2,3,19.3,High,0.0057,No
MNC10331,TCS,Testing/QA,L2,Project Manager,Hyderabad,Male,32,Master's,Contract,Hybrid,4,3,9,218262,2619144,376295,2,5,1,49,35,3,3,3,39.7,High,0.2534,No
MNC10332,TCS,Testing/QA,L3,Technical Lead,Pune,Female,22,Master's,Full-Time,Hybrid,14,4,20,323313,3879756,86296,2,1,4,49,25,1,3,1,13.4,High,0.4229,No
MNC10333,Accenture,Testing/QA,L1,Data Scientist,Mumbai,Male,44,Bachelor's,Full-Time,Hybrid,1,4,19,75641,907692,140562,4,2,1,10,9,5,0,2,19.8,Low,0.0736,No
MNC10334,Wipro,IT Support,L1,QA Engineer,Mumbai,Male,55,Master's,Full-Time,Hybrid,3,5,15,184062,2208744,152324,5,2,1,30,30,3,2,4,15.2,High,0.048,No
MNC10335,HCLTech,Cloud & DevOps,L4,Business Analyst,Hyderabad,Male,50,Bachelor's,Full-Time,Hybrid,6,2,7,59661,715932,498506,4,4,2,32,96,1,3,3,33.9,High,0.0139,No
MNC10336,Tech Mahindra,Testing/QA,L5,Project Manager,Gurugram,Female,50,Bachelor's,Full-Time,Hybrid,4,4,3,174491,2093892,241535,1,5,1,13,28,8,2,4,7.4,High,0.0209,No
MNC10337,Cognizant,Software Engineering,L2,Cloud Engineer,Chennai,Female,55,Bachelor's,Full-Time,Remote,11,1,9,306601,3679212,332103,4,3,4,15,4,6,1,5,56.1,Medium,0.1255,No
MNC10338,Wipro,IT Support,L2,Technical Lead,Hyderabad,Male,39,Master's,Full-Time,Hybrid,5,0,11,133619,1603428,403666,5,3,5,10,76,9,0,2,20.7,Low,0.0071,No
MNC10339,Accenture,Cybersecurity,L3,Cloud Engineer,Mumbai,Male,28,Master's,Full-Time,Hybrid,1,0,13,63085,757020,318166,3,4,4,32,0,3,0,1,13.9,Low,0.1834,No
MNC10340,Accenture,Software Engineering,L2,Business Analyst,Bengaluru,Female,46,PhD,Full-Time,Hybrid,2,6,15,127064,1524768,171999,3,2,2,6,86,9,2,4,30.3,High,0.01,No
MNC10341,Wipro,Product Management,L1,DevOps Engineer,Pune,Male,27,Master's,Full-Time,Hybrid,6,1,21,211726,2540712,311997,1,3,4,30,2,9,3,2,17.3,High,0.278,Yes
MNC10342,Accenture,Product Management,L1,IT Support Engineer,Hyderabad,Male,50,Bachelor's,Contract,Onsite,10,3,17,135723,1628676,31826,3,2,3,60,66,1,2,1,32.6,High,0.4136,Yes
MNC10343,Wipro,Software Engineering,L3,Business Analyst,Gurugram,Female,27,Bachelor's,Full-Time,Onsite,1,4,20,163114,1957368,596649,4,4,5,47,70,3,1,4,21.6,Medium,0.0407,No
MNC10344,Infosys,Testing/QA,L3,Cybersecurity Analyst,Mumbai,Female,23,Bachelor's,Full-Time,Hybrid,11,6,21,335126,4021512,240028,1,2,3,45,99,6,3,2,8.8,High,0.0697,No
MNC10345,Wipro,Cybersecurity,L1,Business Analyst,Chennai,Other,21,Bachelor's,Full-Time,Hybrid,5,1,20,63477,761724,340134,5,2,3,46,34,8,3,3,16.7,High,0.102,No
MNC10346,Capgemini,Cybersecurity,L2,Cloud Engineer,Kochi,Male,45,Bachelor's,Full-Time,Hybrid,4,5,11,144161,1729932,351931,1,2,2,13,14,4,2,4,26.9,High,0.1378,No
MNC10347,Wipro,IT Support,L2,Data Scientist,Mumbai,Male,21,Bachelor's,Full-Time,Hybrid,9,0,17,344853,4138236,217256,1,3,1,27,66,5,1,2,2.8,Medium,0.0428,No
MNC10348,Accenture,Cybersecurity,L3,QA Engineer,Chennai,Female,35,Bachelor's,Full-Time,Hybrid,0,6,6,189788,2277456,40736,2,1,3,52,92,9,3,1,46.5,High,0.3584,No
MNC10349,Tech Mahindra,Product Management,L1,Data Scientist,Hyderabad,Female,33,Master's,Full-Time,Remote,11,8,19,328162,3937944,286674,2,5,4,42,29,6,0,2,37.7,Low,0.3175,No
MNC10350,Capgemini,Cloud & DevOps,L1,Cloud Engineer,Chennai,Female,28,Bachelor's,Full-Time,Hybrid,10,4,23,169133,2029596,209124,1,2,1,15,81,7,1,3,36.5,Medium,0.0617,No
MNC10351,Accenture,Testing/QA,L4,QA Engineer,Noida,Female,25,Master's,Full-Time,Hybrid,14,4,22,169681,2036172,178130,3,2,4,18,74,7,3,4,33.2,High,0.0232,No
MNC10352,TCS,Cybersecurity,L1,Cybersecurity Analyst,Noida,Male,29,Master's,Full-Time,Hybrid,9,3,6,327515,3930180,467310,2,2,4,16,42,4,2,4,35.8,High,0.0857,No
MNC10353,TCS,IT Support,L3,IT Support Engineer,Noida,Female,21,Bachelor's,Full-Time,Onsite,10,2,8,271422,3257064,336399,5,1,1,58,59,4,3,4,56.1,High,0.3183,No
MNC10354,Tech Mahindra,Product Management,L2,Project Manager,Gurugram,Male,55,Bachelor's,Full-Time,Onsite,3,8,0,300001,3600012,388742,4,4,1,25,39,4,0,3,1.5,Low,0.0195,No
MNC10355,Tech Mahindra,Cloud & DevOps,L1,Cloud Engineer,Gurugram,Male,22,Bachelor's,Full-Time,Hybrid,10,4,5,172692,2072304,224793,2,3,4,5,64,5,1,1,3.8,Medium,0.0136,No
MNC10356,Capgemini,Data & AI,L2,Technical Lead,Bengaluru,Female,43,Bachelor's,Full-Time,Remote,1,7,5,38177,458124,299531,1,1,2,42,28,5,3,4,12.3,High,0.2851,No
MNC10357,Infosys,Data & AI,L3,Cloud Engineer,Gurugram,Male,29,Master's,Contract,Hybrid,3,8,21,281842,3382104,432859,3,2,5,48,73,8,0,1,10.9,Low,0.1489,Yes
MNC10358,Tech Mahindra,Cloud & DevOps,L4,Cloud Engineer,Kochi,Male,54,Bachelor's,Full-Time,Onsite,0,4,11,119941,1439292,453572,4,1,5,8,91,9,3,2,11.7,High,0.0057,No
MNC10359,TCS,Product Management,L4,QA Engineer,Hyderabad,Female,34,Bachelor's,Full-Time,Hybrid,1,8,21,288121,3457452,401072,2,1,2,49,94,2,3,1,40.6,High,0.2682,Yes
MNC10360,Wipro,IT Support,L2,Software Developer,Mumbai,Male,24,Bachelor's,Full-Time,Onsite,12,1,11,41826,501912,431385,3,1,1,16,18,7,1,1,28.1,Medium,0.1756,No
MNC10361,Accenture,Cloud & DevOps,L3,Business Analyst,Mumbai,Female,50,PhD,Contract,Onsite,7,8,9,174962,2099544,293132,3,4,4,30,2,1,2,4,59.5,High,0.3458,No
MNC10362,TCS,Testing/QA,L2,Software Developer,Bengaluru,Male,51,Master's,Full-Time,Hybrid,5,3,22,156044,1872528,503195,3,5,5,11,35,1,2,5,14.4,High,0.0084,No
MNC10363,TCS,Testing/QA,L2,Cybersecurity Analyst,Gurugram,Female,31,Master's,Full-Time,Hybrid,1,5,5,219103,2629236,338592,1,3,4,22,42,4,0,5,19.3,Low,0.0728,No
MNC10364,Infosys,Data & AI,L4,Technical Lead,Kochi,Male,55,Bachelor's,Full-Time,Onsite,11,5,16,35495,425940,375574,5,4,2,53,14,10,0,3,59.1,Low,0.4784,Yes
MNC10365,Capgemini,Cybersecurity,L1,IT Support Engineer,Chennai,Male,28,Master's,Full-Time,Onsite,14,5,18,58481,701772,460522,3,4,4,53,96,7,0,3,50.1,Low,0.1636,No
MNC10366,Capgemini,IT Support,L1,DevOps Engineer,Bengaluru,Female,23,Master's,Full-Time,Remote,5,1,17,172339,2068068,274548,4,5,2,4,40,2,1,5,28.7,Medium,0.0075,No
MNC10367,HCLTech,Data & AI,L2,Cybersecurity Analyst,Kochi,Female,34,Master's,Full-Time,Onsite,9,6,5,266774,3201288,402205,2,4,1,42,89,2,2,2,33.7,High,0.0783,No
MNC10368,Infosys,Cybersecurity,L1,DevOps Engineer,Chennai,Male,33,PhD,Full-Time,Hybrid,8,5,23,167815,2013780,458521,4,1,2,35,79,1,0,4,50.7,Low,0.1412,No
MNC10369,Wipro,Cybersecurity,L1,DevOps Engineer,Kochi,Male,52,Bachelor's,Full-Time,Hybrid,6,0,18,133475,1601700,429199,1,1,2,58,35,10,0,4,29.4,Low,0.6865,No
MNC10370,Capgemini,Testing/QA,L3,IT Support Engineer,Chennai,Female,54,Master's,Full-Time,Onsite,8,1,9,209845,2518140,170534,1,2,5,35,96,2,3,2,13.2,High,0.0477,No
MNC10371,Accenture,Product Management,L2,Data Scientist,Pune,Female,39,Master's,Full-Time,Onsite,4,6,23,349186,4190232,281504,4,4,4,2,83,7,3,2,49.9,High,0.0084,No
MNC10372,Tech Mahindra,Software Engineering,L4,Software Developer,Kochi,Female,36,Bachelor's,Full-Time,Hybrid,6,0,7,79476,953712,419503,5,2,5,57,76,9,0,5,32.7,Low,0.1015,No
MNC10373,Infosys,Product Management,L4,Cloud Engineer,Mumbai,Female,22,Bachelor's,Full-Time,Hybrid,10,0,20,253177,3038124,196544,1,3,3,23,32,6,3,3,10.0,High,0.0663,No
MNC10374,Tech Mahindra,Software Engineering,L2,Project Manager,Noida,Male,37,PhD,Contract,Hybrid,15,0,23,320696,3848352,246512,1,1,2,54,4,10,3,2,30.8,High,0.8003,Yes
MNC10375,TCS,Cloud & DevOps,L2,DevOps Engineer,Gurugram,Male,54,Bachelor's,Full-Time,Hybrid,14,7,5,226314,2715768,34160,4,3,3,56,100,2,3,3,25.4,High,0.0492,No
MNC10376,Accenture,Testing/QA,L2,Technical Lead,Chennai,Female,36,Bachelor's,Full-Time,Remote,13,3,20,190020,2280240,268933,1,5,5,16,77,10,1,1,52.7,Medium,0.0653,No
MNC10377,Accenture,Cybersecurity,L3,Cybersecurity Analyst,Pune,Male,22,PhD,Full-Time,Hybrid,6,3,24,237383,2848596,158253,5,1,4,38,90,10,0,4,8.4,Low,0.019,No
MNC10378,TCS,IT Support,L2,Data Scientist,Kochi,Male,22,Bachelor's,Full-Time,Hybrid,11,1,6,99093,1189116,65641,5,3,5,25,86,9,0,5,52.6,Low,0.022,No
MNC10379,Infosys,Software Engineering,L3,DevOps Engineer,Mumbai,Female,46,Bachelor's,Contract,Hybrid,15,0,23,99123,1189476,231322,5,5,4,3,13,7,3,4,31.2,High,0.0101,No
MNC10380,TCS,Product Management,L2,Data Scientist,Noida,Female,33,Master's,Full-Time,Hybrid,11,8,0,46535,558420,267688,2,3,4,54,67,1,1,5,24.9,Medium,0.1566,No
MNC10381,Tech Mahindra,Cybersecurity,L3,Data Scientist,Chennai,Female,51,Bachelor's,Full-Time,Hybrid,2,6,17,76562,918744,406491,5,5,1,44,82,9,3,1,10.6,High,0.0137,No
MNC10382,HCLTech,Software Engineering,L2,DevOps Engineer,Kochi,Female,54,Bachelor's,Full-Time,Hybrid,6,3,23,286323,3435876,587536,5,5,2,11,46,2,1,4,42.3,Medium,0.0114,No
MNC10383,Accenture,Software Engineering,L2,QA Engineer,Kochi,Female,23,Bachelor's,Full-Time,Hybrid,0,5,24,288916,3466992,296694,2,1,5,0,53,4,0,1,55.7,Low,0.1436,No
MNC10384,Cognizant,Software Engineering,L5,Business Analyst,Chennai,Male,28,Master's,Full-Time,Onsite,8,1,19,219607,2635284,412857,3,2,4,20,3,9,3,5,23.1,High,0.0842,No
MNC10385,Cognizant,IT Support,L3,Technical Lead,Bengaluru,Male,43,Bachelor's,Full-Time,Hybrid,9,6,11,260063,3120756,202821,1,5,5,18,93,4,0,2,15.3,Low,0.0142,No
MNC10386,Tech Mahindra,Testing/QA,L1,Cloud Engineer,Bengaluru,Male,34,Master's,Full-Time,Hybrid,12,1,15,71269,855228,277749,5,5,5,20,82,3,1,4,33.7,Medium,0.0064,No
MNC10387,Wipro,IT Support,L4,Cloud Engineer,Mumbai,Male,47,Master's,Full-Time,Onsite,5,7,9,110674,1328088,496389,1,1,4,51,94,1,2,1,48.0,High,0.4588,No
MNC10388,Capgemini,Data & AI,L2,Technical Lead,Noida,Female,49,Bachelor's,Full-Time,Onsite,15,7,9,334606,4015272,50713,4,2,3,17,94,7,1,4,1.2,Medium,0.0043,No
MNC10389,TCS,Cybersecurity,L4,QA Engineer,Chennai,Male,21,Master's,Full-Time,Hybrid,4,0,13,315291,3783492,413606,1,4,2,42,8,6,2,4,38.3,High,0.4087,Yes
MNC10390,TCS,Testing/QA,L4,Cloud Engineer,Mumbai,Male,37,Bachelor's,Full-Time,Hybrid,6,7,24,107095,1285140,337547,2,4,2,51,52,10,0,4,36.2,Low,0.2539,No
MNC10391,Wipro,Testing/QA,L2,Data Scientist,Mumbai,Male,50,Master's,Full-Time,Hybrid,4,1,19,274172,3290064,528269,1,2,1,2,76,4,0,3,19.8,Low,0.0199,Yes
MNC10392,Wipro,Testing/QA,L1,IT Support Engineer,Hyderabad,Male,33,Bachelor's,Full-Time,Hybrid,9,5,9,230003,2760036,381382,1,3,1,60,77,6,3,1,27.6,High,0.3638,No
MNC10393,Tech Mahindra,Product Management,L2,Cybersecurity Analyst,Kochi,Male,41,Master's,Full-Time,Hybrid,4,0,9,120925,1451100,95335,1,1,1,48,59,6,2,1,15.6,High,0.3387,Yes
MNC10394,Tech Mahindra,Testing/QA,L3,Software Developer,Gurugram,Male,39,Bachelor's,Contract,Onsite,15,4,24,96381,1156572,107441,3,2,2,43,45,4,1,4,47.6,Medium,0.3156,No
MNC10395,Wipro,IT Support,L3,Cloud Engineer,Kochi,Male,39,Bachelor's,Full-Time,Hybrid,10,6,10,129468,1553616,16984,3,4,3,31,53,6,0,2,38.4,Low,0.1076,No
MNC10396,Accenture,Testing/QA,L2,Technical Lead,Bengaluru,Male,45,Master's,Full-Time,Hybrid,9,0,22,272330,3267960,415976,4,5,2,9,73,10,2,4,32.4,High,0.0047,No
MNC10397,Tech Mahindra,Cloud & DevOps,L1,IT Support Engineer,Noida,Male,42,Bachelor's,Full-Time,Hybrid,10,1,1,43731,524772,49402,2,4,2,39,94,8,1,3,24.2,Medium,0.0428,No
